EnsemblID,Symbol,baseMean,log2FoldChange,FoldChange,StandardError,WaldStatistic,p-value,BHFDR_p-value
ENSG00000213654.5,GPSM3,202.349703,0.636660502,1.554726167,0.147815184,4.307138704,0.0000165,0.002850371
ENSG00000197826.7,C4orf22,7.377107612,-1.030710272,0.489469113,0.239945326,-4.295604704,0.0000174,0.002958859
ENSG00000187800.9,PEAR1,245.2698588,0.703460477,1.628406039,0.16383107,4.293816054,0.0000176,0.002958859
ENSG00000157833.8,GAREML,1403.048766,0.689315316,1.612518057,0.160588382,4.292435767,0.0000177,0.002958859
ENSG00000197723.3,HSPB9,7.074953087,0.908814063,1.877501504,0.212101533,4.284806665,0.0000183,0.003014605
ENSG00000029364.7,SLC39A9,1455.903901,-0.173967412,0.886401721,0.04060772,-4.28409706,0.0000183,0.003014605
ENSG00000115657.8,ABCB6,647.2866464,0.434037499,1.3510092,0.101679246,4.268693118,0.0000197,0.003200562
ENSG00000196646.7,ZNF136,213.4758838,-0.483048143,0.715464385,0.113624484,-4.251268088,0.0000213,0.003415706
ENSG00000196724.8,ZNF418,276.7015043,-0.435160714,0.739611359,0.102389594,-4.250048238,0.0000214,0.003415706
ENSG00000126775.8,ATG14,968.381137,-0.329198335,0.795978664,0.077739049,-4.234658622,0.0000229,0.003625268
ENSG00000135824.8,RGS8,28.90143004,-0.991146301,0.503077893,0.23439463,-4.228536725,0.0000235,0.003670285
ENSG00000121966.6,CXCR4,264.8461163,0.834326301,1.783024222,0.197339765,4.227867102,0.0000236,0.003670285
ENSG00000161992.5,PRR35,67.44135381,-0.946833547,0.518769818,0.22434686,-4.220400273,0.0000244,0.003728159
ENSG00000075275.12,CELSR1,84.42787297,0.835639542,1.784647992,0.198000481,4.220391481,0.0000244,0.003728159
ENSG00000173588.9,CEP83,277.6839598,-0.419289917,0.747792591,0.099418479,-4.217424381,0.0000247,0.003744974
ENSG00000151893.10,CACUL1,1208.1109,-0.250899049,0.840372554,0.059656838,-4.205704789,0.000026,0.00391072
ENSG00000142694.6,EVA1B,166.3303874,0.501019227,1.415213021,0.119199905,4.203184794,0.0000263,0.003921019
ENSG00000151320.6,AKAP6,4302.538702,-0.368852786,0.774398044,0.087796961,-4.201202201,0.0000266,0.00392228
ENSG00000179813.2,FAM216B,19.77979903,-0.924763926,0.526766708,0.220239868,-4.198894289,0.0000268,0.003929445
ENSG00000088826.13,SMOX,1819.817428,0.535305998,1.44924951,0.127689256,4.192255612,0.0000276,0.003938809
ENSG00000123572.12,NRK,14.10663117,-0.991430846,0.50297868,0.236548135,-4.191243556,0.0000277,0.003938809
ENSG00000099875.10,MKNK2,2684.6032,0.671829582,1.593091998,0.160359469,4.189522357,0.000028,0.003938809
ENSG00000167380.12,ZNF226,597.2202547,-0.455223436,0.729397199,0.108658416,-4.189490805,0.000028,0.003938809
ENSG00000178385.9,PLEKHM3,114.868836,-0.900585095,0.535669443,0.214982964,-4.189099815,0.000028,0.003938809
ENSG00000104331.4,IMPAD1,2831.198293,-0.275519702,0.82615266,0.065900791,-4.180825436,0.000029,0.004052508
ENSG00000135976.12,ANKRD36,343.6010601,-0.550949655,0.682570678,0.132053596,-4.172166994,0.0000302,0.004163653
ENSG00000162383.7,SLC1A7,138.2566822,0.976435479,1.96759798,0.234147869,4.170165986,0.0000304,0.004163653
ENSG00000188763.3,FZD9,159.9228437,0.615448396,1.532034086,0.14761399,4.169309398,0.0000306,0.004163653
ENSG00000198890.6,PRMT6,340.4590339,-0.37781366,0.769603007,0.090678963,-4.166497344,0.0000309,0.004176687
ENSG00000109943.4,CRTAM,65.86410899,-0.978637018,0.507458934,0.235044632,-4.163622073,0.0000313,0.004176687
ENSG00000070031.3,SCT,8.982952975,0.974796515,1.965363973,0.23417651,4.162657113,0.0000315,0.004176687
ENSG00000146278.10,PNRC1,1773.261901,0.40446209,1.323595315,0.097188377,4.161630255,0.0000316,0.004176687
ENSG00000130254.7,SAFB2,3923.840081,0.402610861,1.321898001,0.096949917,4.152771596,0.0000328,0.004309364
ENSG00000225828.1,FAM229A,232.9273376,0.567910082,1.482374615,0.136935466,4.147282639,0.0000336,0.004381257
ENSG00000180448.6,HMHA1,608.2690987,0.449840679,1.36588941,0.10867168,4.139447193,0.0000348,0.00450027
