"","geneIDs","geneIDX","zscores","pvals","adj.pvals","significant"
"1801","ITGB7",1914,1.641305,0.100734118718545,0.315759247307086,"FALSE"
"1802","SLC35D1",15463,1.641112,0.100774168217729,0.315821910547002,"FALSE"
"1803","CIRBP",5933,1.640964,0.100804888345391,0.315855316815558,"FALSE"
"1804","TOR3A",15577,1.640778,0.100843506654922,0.315876887884981,"FALSE"
"1805","AAED1",15612,1.640733,0.100852851565126,0.315876887884981,"FALSE"
"1806","GNAZ",8005,1.640278,0.100947377754575,0.316050201381145,"FALSE"
"1807","MZT2B",12572,1.639983,0.101008701674722,0.316179325619981,"FALSE"
"1808","RPL23AP82",2592,1.638904,0.101233254549005,0.316567545754535,"FALSE"
"1809","MS4A15",6758,1.638646,0.101287006313089,0.31667273915798,"FALSE"
"1810","CCK",4218,1.638233,0.101373098120485,0.316878452455647,"FALSE"
"1811","AZIN1",10005,1.637871,0.101448606655092,0.316878452455647,"FALSE"
"1812","NACA2",13894,1.637724,0.101479281744649,0.316878452455647,"FALSE"
"1813","USP31",3571,1.637694,0.101485542874428,0.316878452455647,"FALSE"
"1814","TPPP3",12595,1.637655,0.101493682803038,0.316878452455647,"FALSE"
"1815","KCTD16",3181,1.637315,0.101564668308689,0.317037213029404,"FALSE"
"1816","MRPS16",13405,1.634673,0.102117615463484,0.318510668675229,"FALSE"
"1817","YWHAB",8449,1.634366,0.102182022919533,0.318526583302151,"FALSE"
"1818","PCDH17",5912,1.633888,0.102282369888451,0.31866912743064,"FALSE"
"1819","P4HA2",2060,1.632886,0.102492975122598,0.319112496204332,"FALSE"
"1820","DLG3",14767,1.63263,0.102546837743798,0.319153975148467,"FALSE"
"1821","RAB8B",1833,1.632511,0.10257188311236,0.319168833913856,"FALSE"
"1822","SPRYD4",4071,1.63115,0.102858672581044,0.319760354382302,"FALSE"
"1823","DRAXIN",5018,1.630912,0.102908889312318,0.319786254165313,"FALSE"
"1824","IQCH",13357,1.630003,0.103100862932744,0.320118928589243,"FALSE"
"1825","FNDC9",7451,1.629785,0.103146945120279,0.320135748259174,"FALSE"
"1826","SH3GL2",3654,1.629637,0.103178239607373,0.320169764016179,"FALSE"
"1827","TSPAN8",1528,1.628326,0.103455779279578,0.320721522526165,"FALSE"
"1828","FZD2",1558,1.628316,0.103457898565284,0.320721522526165,"FALSE"
"1829","PDGFD",8219,1.627302,0.10367297335611,0.321026105635476,"FALSE"
"1830","MIF-AS1",8438,1.626987,0.10373985882125,0.32108985200326,"FALSE"
"1831","C2orf69",3236,1.626466,0.103850560516646,0.321369315120792,"FALSE"
"1832","TRPC4",14847,1.625976,0.103954760991296,0.321628554098636,"FALSE"
"1833","PPP1R17",8932,1.625613,0.10403200795518,0.321741104940936,"FALSE"
"1834","PSMA6",9256,1.625093,0.104142744209875,0.321951848135668,"FALSE"
"1835","ADGRA3",2365,1.624693,0.104227989645586,0.322094150533807,"FALSE"
"1836","KLF6",13860,1.623935,0.104389681774276,0.322455412059456,"FALSE"
"1837","PCDH18",13950,1.622858,0.104619763668052,0.322861265965011,"FALSE"
"1838","GOLGB1",2606,1.622227,0.104754752554823,0.323036246015288,"FALSE"
"1839","S100A10",1725,1.622138,0.104773803314636,0.323036246015288,"FALSE"
"1840","SPATA25",5236,1.622034,0.104796068361676,0.323036246015288,"FALSE"
"1841","SHISA9",14544,1.621971,0.104809557668966,0.323036246015288,"FALSE"
"1842","DOCK9-AS2",3939,1.621782,0.10485003386197,0.323036246015288,"FALSE"
"1843","RNF181",15210,1.621729,0.104861386556397,0.323036246015288,"FALSE"
